Age Group,Male,Female,Date
0-9,12658,12046,2021-11-08
10-19,13857,13025,2021-11-08
20-29,19038,17680,2021-11-08
30-39,16421,15042,2021-11-08
40-49,11525,10739,2021-11-08
50-59,8768,8340,2021-11-08
60-69,5289,5070,2021-11-08
70-79,2868,2707,2021-11-08
80-89,1468,1851,2021-11-08
90+,421,912,2021-11-08
