Jurisdiction,Active cases^,Locally acquired last 24 hours*,Overseas acquired last 24 hours,'Under investigation last 24 hours*',Locally acquired last 7 days,Overseas acquired last 7 days,Under investigation last 7 days,Date
Australia,204480,3620,9,22173,19401,61,141976,2022-02-24
ACT,3578,661,0,0,4124,0,0,2022-02-24
NSW,99851,0,0,8271,4,1,53305,2022-02-24
NT,5275,47,0,684,144,0,5035,2022-02-24
QLD,33122,295,0,5799,1357,1,35713,2022-02-24
SA,14826,1704,6,25,10000,51,170,2022-02-24
TAS,4299,0,0,853,2,0,4844,2022-02-24
VIC,41257,310,0,6405,2126,0,41994,2022-02-24
WA,2272,603,3,136,1644,8,915,2022-02-24
