Jurisdiction,Active cases^,Locally acquired last 24 hours*,Overseas acquired last 24 hours,'Under investigation last 24 hours*',Locally acquired last 7 days,Overseas acquired last 7 days,Under investigation last 7 days,Date
Australia,257107,4767,84,22412,26536,394,168672,2022-08-10
ACT,3215,556,0,0,3903,0,0,2022-08-10
NSW,150347,7,0,11349,18,0,78349,2022-08-10
NT,1489,0,4,202,0,27,1575,2022-08-10
QLD,31565,48,0,3761,154,0,27634,2022-08-10
SA,13133,1832,9,40,10475,48,3744,2022-08-10
TAS,3855,435,5,228,2180,35,2347,2022-08-10
VIC,37085,0,0,5898,0,0,44851,2022-08-10
WA,16418,1889,66,934,9806,284,10172,2022-08-10
