Age Group,Male,Female,Date
0-9,230760,216250,2022-08-23
10-19,272775,293459,2022-08-23
20-29,428527,479390,2022-08-23
30-39,391088,439110,2022-08-23
40-49,305712,352287,2022-08-23
50-59,255482,285259,2022-08-23
60-69,181853,187197,2022-08-23
70-79,109000,100768,2022-08-23
80-89,49387,52568,2022-08-23
90+,13210,23952,2022-08-23
