Jurisdiction,Active cases^,Locally acquired last 24 hours*,Overseas acquired last 24 hours,'Under investigation last 24 hours*',Locally acquired last 7 days,Overseas acquired last 7 days,Under investigation last 7 days,Date
Australia,19560,603,2,828,3615,9,6267,2021-11-07
ACT,135,13,0,0,76,1,1,2021-11-07
NSW,2999,244,0,0,1544,2,0,2021-11-07
NT,4,0,0,0,2,1,1,2021-11-07
QLD,9,1,2,0,4,5,1,2021-11-07
SA,0,0,0,0,0,0,0,2021-11-07
TAS,0,0,0,0,0,0,0,2021-11-07
VIC,16413,345,0,828,1989,0,6264,2021-11-07
WA,0,0,0,0,0,0,0,2021-11-07
