Jurisdiction,Active,Recovered,Deaths,Date
Australia,439,1430,758,2021-10-14
ACT,9,0,6,2021-10-14
NSW,279,81,77,2021-10-14
NT,0,0,0,2021-10-14
QLD,0,0,1,2021-10-14
SA,0,0,0,2021-10-14
TAS,0,0,1,2021-10-14
VIC,151,1349,673,2021-10-14
WA,0,0,0,2021-10-14
