Jurisdiction,Active cases^,Locally acquired last 24 hours*,Overseas acquired last 24 hours,'Under investigation last 24 hours*',Locally acquired last 7 days,Overseas acquired last 7 days,Under investigation last 7 days,Date
Australia,27123,437,2,2177,5042,30,11195,2021-10-15
ACT,494,24,0,11,168,0,79,2021-10-15
NSW,5253,399,1,0,3108,8,0,2021-10-15
NT,7,0,0,0,2,7,0,2021-10-15
QLD,30,1,1,0,1,11,1,2021-10-15
SA,7,0,0,0,6,1,0,2021-10-15
TAS,2,0,0,0,1,0,0,2021-10-15
VIC,21324,13,0,2166,1756,2,11115,2021-10-15
WA,6,0,0,0,0,1,0,2021-10-15
