Age Group,Male,Female,Date
0-9,5,8,2022-08-30
10-19,7,3,2022-08-30
20-29,18,13,2022-08-30
30-39,59,34,2022-08-30
40-49,111,80,2022-08-30
50-59,303,190,2022-08-30
60-69,732,413,2022-08-30
70-79,1720,933,2022-08-30
80-89,2731,2062,2022-08-30
90+,1705,2161,2022-08-30
