Age Group,Male,Female,Date
0-9,3,3,2022-03-29
10-19,1,1,2022-03-29
20-29,11,5,2022-03-29
30-39,33,19,2022-03-29
40-49,60,35,2022-03-29
50-59,157,91,2022-03-29
60-69,368,180,2022-03-29
70-79,806,411,2022-03-29
80-89,1184,841,2022-03-29
90+,636,758,2022-03-29
