Jurisdiction,Active cases^,Locally acquired last 24 hours*,Overseas acquired last 24 hours,'Under investigation last 24 hours*',Locally acquired last 7 days,Overseas acquired last 7 days,Under investigation last 7 days,Date
Australia,211622,6725,74,15727,40292,424,101701,2022-06-21
ACT,5512,837,0,0,4430,0,0,2022-06-21
NSW,86323,0,0,6076,4,0,35961,2022-06-21
NT,1458,152,2,11,990,16,117,2022-06-21
QLD,25436,0,0,3055,95,0,19950,2022-06-21
SA,16473,2096,15,30,12707,68,249,2022-06-21
TAS,4494,326,1,167,1367,7,2306,2022-06-21
VIC,41199,0,0,5661,0,0,35916,2022-06-21
WA,30727,3314,56,727,20699,333,7202,2022-06-21
