Jurisdiction,Active,Recovered,Deaths,Date
Australia,700,1569,832,2021-11-08
ACT,0,8,7,2021-11-08
NSW,279,110,95,2021-11-08
NT,0,0,0,2021-11-08
QLD,0,0,1,2021-11-08
SA,0,0,0,2021-11-08
TAS,0,0,1,2021-11-08
VIC,421,1451,728,2021-11-08
WA,0,0,0,2021-11-08
