Jurisdiction,Active cases^,Locally acquired last 24 hours*,Overseas acquired last 24 hours,'Under investigation last 24 hours*',Locally acquired last 7 days,Overseas acquired last 7 days,Under investigation last 7 days,Date
Australia,361170,18808,59,39206,73361,243,191538,2022-05-13
ACT,5875,1132,0,0,5226,0,0,2022-05-13
NSW,137261,3,0,12597,9,0,74527,2022-05-13
NT,2022,287,5,23,386,7,1145,2022-05-13
QLD,41040,10,0,7261,117,0,32937,2022-05-13
SA,23183,4586,13,97,18091,50,395,2022-05-13
TAS,5760,711,0,345,2469,0,2604,2022-05-13
VIC,70448,3,0,14330,3,0,61361,2022-05-13
WA,75581,12076,41,4553,47060,186,18569,2022-05-13
