Jurisdiction,Active cases^,Locally acquired last 24 hours*,Overseas acquired last 24 hours,'Under investigation last 24 hours*',Locally acquired last 7 days,Overseas acquired last 7 days,Under investigation last 7 days,Date
Australia,224546,9114,48,21429,39904,249,105352,2022-06-13
ACT,4080,824,0,0,3142,0,0,2022-06-13
NSW,86689,1,0,7550,3,0,34445,2022-06-13
NT,1354,183,1,30,988,14,81,2022-06-13
QLD,23418,5,0,3781,33,0,18707,2022-06-13
SA,16798,2293,7,42,12815,38,255,2022-06-13
TAS,3834,437,2,236,1723,10,1515,2022-06-13
VIC,49174,0,0,8025,0,0,43185,2022-06-13
WA,39199,5371,38,1765,21200,187,7164,2022-06-13
