Age Group,Male,Female,Date
0-9,1,3,2022-02-01
10-19,1,1,2022-02-01
20-29,9,3,2022-02-01
30-39,27,14,2022-02-01
40-49,42,23,2022-02-01
50-59,111,67,2022-02-01
60-69,228,114,2022-02-01
70-79,502,286,2022-02-01
80-89,767,562,2022-02-01
90+,392,488,2022-02-01
