Age Group,Male,Female,Date
0-9,85778,80475,2022-02-05
10-19,108791,117307,2022-02-05
20-29,214581,223582,2022-02-05
30-39,156149,162626,2022-02-05
40-49,106700,115999,2022-02-05
50-59,84396,90702,2022-02-05
60-69,54319,54165,2022-02-05
70-79,28188,25466,2022-02-05
80-89,11456,12062,2022-02-05
90+,2723,4808,2022-02-05
