Age Group,Male,Female,Date
0-9,1,3,2022-03-07
10-19,1,1,2022-03-07
20-29,10,3,2022-03-07
30-39,31,18,2022-03-07
40-49,52,31,2022-03-07
50-59,144,87,2022-03-07
60-69,333,165,2022-03-07
70-79,746,370,2022-03-07
80-89,1094,771,2022-03-07
90+,585,687,2022-03-07
