Age Group,Male,Female,Date
0-9,14791,14062,2021-10-18
10-19,17821,16476,2021-10-18
20-29,27291,24485,2021-10-18
30-39,23212,20269,2021-10-18
40-49,16153,14133,2021-10-18
50-59,12371,11185,2021-10-18
60-69,7353,6915,2021-10-18
70-79,3978,3629,2021-10-18
80-89,1883,2184,2021-10-18
90+,488,1003,2021-10-18
