Age Group,Male,Female,Date
0-9,224543,210547,2022-07-11
10-19,271966,292942,2022-07-11
20-29,420723,466437,2022-07-11
30-39,375478,420259,2022-07-11
40-49,291852,335464,2022-07-11
50-59,236364,260701,2022-07-11
60-69,162170,164989,2022-07-11
70-79,93206,84921,2022-07-11
80-89,40719,42322,2022-07-11
90+,10423,18616,2022-07-11
