Jurisdiction,Active cases^,Locally acquired last 24 hours*,Overseas acquired last 24 hours,'Under investigation last 24 hours*',Locally acquired last 7 days,Overseas acquired last 7 days,Under investigation last 7 days,Date
Australia,270664,5863,12,20165,42452,97,182328,2022-03-14
ACT,3880,599,0,0,3707,0,1353,2022-03-14
NSW,147851,0,1,8910,3,4,91366,2022-03-14
NT,1776,35,0,140,326,5,1413,2022-03-14
QLD,27273,68,0,3729,728,0,28863,2022-03-14
SA,17041,2076,5,18,15961,34,243,2022-03-14
TAS,6675,0,0,923,2,0,7469,2022-03-14
VIC,40393,217,0,5282,1804,0,43676,2022-03-14
WA,25775,2868,6,1163,19921,54,7945,2022-03-14
