Jurisdiction,Active cases^,Locally acquired last 24 hours*,Overseas acquired last 24 hours,'Under investigation last 24 hours*',Locally acquired last 7 days,Overseas acquired last 7 days,Under investigation last 7 days,Date
Australia,326277,11981,46,28028,65329,253,144411,2022-05-30
ACT,4915,849,0,0,4136,0,0,2022-05-30
NSW,120942,2,0,8688,11,0,44504,2022-05-30
NT,1631,246,4,29,1171,10,109,2022-05-30
QLD,33856,15,0,4906,71,0,24332,2022-05-30
SA,22127,3104,10,55,17215,41,334,2022-05-30
TAS,5258,587,0,243,1762,0,2531,2022-05-30
VIC,67790,0,0,11369,0,0,57440,2022-05-30
WA,69758,7178,32,2738,40963,202,15161,2022-05-30
