Jurisdiction,Active,Recovered,Deaths,Date
Australia,657,1465,793,2021-10-28
ACT,0,8,7,2021-10-28
NSW,304,89,85,2021-10-28
NT,0,0,0,2021-10-28
QLD,0,0,1,2021-10-28
SA,0,0,0,2021-10-28
TAS,0,0,1,2021-10-28
VIC,353,1368,699,2021-10-28
WA,0,0,0,2021-10-28
