Jurisdiction,Active,Recovered,Deaths,Date
Australia,737,1754,862,2021-11-24
ACT,4,8,7,2021-11-24
NSW,271,122,99,2021-11-24
NT,0,0,0,2021-11-24
QLD,0,0,1,2021-11-24
SA,0,0,0,2021-11-24
TAS,0,0,1,2021-11-24
VIC,462,1624,754,2021-11-24
WA,0,0,0,2021-11-24
