Age Group,Male,Female,Date
0-9,5,7,2022-09-06
10-19,4,3,2022-09-06
20-29,18,10,2022-09-06
30-39,55,33,2022-09-06
40-49,107,77,2022-09-06
50-59,296,187,2022-09-06
60-69,728,400,2022-09-06
70-79,1707,933,2022-09-06
80-89,2702,2039,2022-09-06
90+,1691,2147,2022-09-06
