Age Group,Male,Female,Date
0-9,0,1,2021-12-22
10-19,1,1,2021-12-22
20-29,6,3,2021-12-22
30-39,13,7,2021-12-22
40-49,31,13,2021-12-22
50-59,79,45,2021-12-22
60-69,153,71,2021-12-22
70-79,296,179,2021-12-22
80-89,410,350,2021-12-22
90+,197,297,2021-12-22
