Age Group,Male,Female,Date
0-9,1,4,2022-02-16
10-19,1,1,2022-02-16
20-29,9,3,2022-02-16
30-39,28,16,2022-02-16
40-49,49,30,2022-02-16
50-59,125,80,2022-02-16
60-69,279,139,2022-02-16
70-79,626,333,2022-02-16
80-89,959,664,2022-02-16
90+,506,608,2022-02-16
