Jurisdiction,Active cases^,Locally acquired last 24 hours*,Overseas acquired last 24 hours,'Under investigation last 24 hours*',Locally acquired last 7 days,Overseas acquired last 7 days,Under investigation last 7 days,Date
Australia,19979,660,1,899,3502,8,6182,2021-11-06
ACT,136,18,0,0,70,1,1,2021-11-06
NSW,3168,270,1,0,1477,3,0,2021-11-06
NT,4,1,0,1,2,1,1,2021-11-06
QLD,9,1,0,0,3,3,1,2021-11-06
SA,0,0,0,0,0,0,0,2021-11-06
TAS,0,0,0,0,0,0,0,2021-11-06
VIC,16662,370,0,898,1950,0,6179,2021-11-06
WA,0,0,0,0,0,0,0,2021-11-06
