Age Group,Male,Female,Date
0-9,0,0,2021-11-16
10-19,1,1,2021-11-16
20-29,6,3,2021-11-16
30-39,12,7,2021-11-16
40-49,27,11,2021-11-16
50-59,66,39,2021-11-16
60-69,140,58,2021-11-16
70-79,254,157,2021-11-16
80-89,357,319,2021-11-16
90+,171,268,2021-11-16
