Jurisdiction,Active,Recovered,Deaths,Date
Australia,33,75,10,2021-11-09
ACT,0,0,0,2021-11-09
NSW,17,15,2,2021-11-09
NT,0,0,0,2021-11-09
QLD,0,8,0,2021-11-09
SA,0,1,0,2021-11-09
TAS,0,3,2,2021-11-09
VIC,16,48,5,2021-11-09
WA,0,0,1,2021-11-09
