Jurisdiction,Active cases^,Locally acquired last 24 hours*,Overseas acquired last 24 hours,'Under investigation last 24 hours*',Locally acquired last 7 days,Overseas acquired last 7 days,Under investigation last 7 days,Date
Australia,487697,12381,23,45446,81464,166,309814,2022-04-08
ACT,5824,1200,0,0,5818,0,808,2022-04-08
NSW,258872,2,0,20394,13,2,138738,2022-04-08
NT,3013,67,0,445,209,0,2767,2022-04-08
QLD,60130,170,1,9921,1619,4,63553,2022-04-08
SA,37053,5516,9,141,34955,50,778,2022-04-08
TAS,12798,1,0,1898,4,0,14417,2022-04-08
VIC,63985,445,0,10747,2015,0,73816,2022-04-08
WA,46022,4980,13,1900,36831,110,14937,2022-04-08
