Jurisdiction,Active cases^,Locally acquired last 24 hours*,Overseas acquired last 24 hours,'Under investigation last 24 hours*',Locally acquired last 7 days,Overseas acquired last 7 days,Under investigation last 7 days,Date
Australia,550014,12444,5,36383,37148,66,342587,2022-01-20
ACT,6655,654,0,0,6291,0,0,2022-01-20
NSW,302453,2,0,19845,662,5,154884,2022-01-20
NT,3974,6,0,65,350,0,1454,2022-01-20
QLD,86561,9,0,13983,123,1,86297,2022-01-20
SA,32366,1458,5,2019,7292,52,19100,2022-01-20
TAS,1739,0,0,470,361,0,2227,2022-01-20
VIC,116183,10311,0,0,22011,0,78623,2022-01-20
WA,83,4,0,1,58,8,2,2022-01-20
