Age Group,Male,Female,Date
0-9,218019,204356,2022-06-28
10-19,266482,286768,2022-06-28
20-29,409296,452232,2022-06-28
30-39,361222,403789,2022-06-28
40-49,279685,321640,2022-06-28
50-59,224074,246481,2022-06-28
60-69,152084,154480,2022-06-28
70-79,86826,78967,2022-06-28
80-89,37445,38831,2022-06-28
90+,9527,16904,2022-06-28
