Jurisdiction,Active,Recovered,Deaths,Date
Australia,48,76,11,2021-12-10
ACT,0,0,0,2021-12-10
NSW,17,15,3,2021-12-10
NT,0,0,0,2021-12-10
QLD,0,8,0,2021-12-10
SA,0,1,0,2021-12-10
TAS,0,3,2,2021-12-10
VIC,31,49,5,2021-12-10
WA,0,0,1,2021-12-10
