Age Group,Male,Female,Date
0-9,231460,216856,2022-08-29
10-19,273409,294089,2022-08-29
20-29,429430,480551,2022-08-29
30-39,392253,440526,2022-08-29
40-49,306665,353486,2022-08-29
50-59,256464,286481,2022-08-29
60-69,182747,188179,2022-08-29
70-79,109749,101549,2022-08-29
80-89,49818,53051,2022-08-29
90+,13332,24169,2022-08-29
