Jurisdiction,Active cases^,Locally acquired last 24 hours*,Overseas acquired last 24 hours,'Under investigation last 24 hours*',Locally acquired last 7 days,Overseas acquired last 7 days,Under investigation last 7 days,Date
Australia,214678,2247,9,15452,14273,54,153104,2022-02-20
ACT,2823,560,0,0,3437,0,0,2022-02-20
NSW,107285,0,0,5582,14,1,57268,2022-02-20
NT,6308,9,0,523,30,0,6114,2022-02-20
QLD,33638,173,0,4092,1014,0,35262,2022-02-20
SA,13189,1091,9,18,6595,49,2518,2022-02-20
TAS,3688,0,0,555,2,0,3985,2022-02-20
VIC,46703,287,0,4580,2473,0,47525,2022-02-20
WA,1044,127,0,102,708,4,432,2022-02-20
