Jurisdiction,Active cases^,Locally acquired last 24 hours*,Overseas acquired last 24 hours,'Under investigation last 24 hours*',Locally acquired last 7 days,Overseas acquired last 7 days,Under investigation last 7 days,Date
Australia,224820,9862,75,23345,39728,245,106919,2022-06-09
ACT,4210,775,0,0,3047,0,0,2022-06-09
NSW,86984,1,0,8200,2,0,34307,2022-06-09
NT,1314,227,5,17,964,14,71,2022-06-09
QLD,23666,14,0,3847,40,0,18704,2022-06-09
SA,17093,2725,14,62,12939,37,258,2022-06-09
TAS,3786,420,4,197,1774,13,1510,2022-06-09
VIC,49347,0,0,8903,0,0,44743,2022-06-09
WA,38420,5700,52,2119,20962,181,7326,2022-06-09
