Jurisdiction,Active cases^,Locally acquired last 24 hours*,Overseas acquired last 24 hours,'Under investigation last 24 hours*',Locally acquired last 7 days,Overseas acquired last 7 days,Under investigation last 7 days,Date
Australia,361716,7819,39,14691,70490,233,205311,2022-04-26
ACT,5731,662,0,0,6664,0,0,2022-04-26
NSW,170733,2,0,7983,10,1,90714,2022-04-26
NT,3302,7,0,314,88,0,3172,2022-04-26
QLD,47258,0,0,3894,262,3,48558,2022-04-26
SA,28113,3107,6,62,25470,35,607,2022-04-26
TAS,7569,0,0,873,798,0,8175,2022-04-26
VIC,54002,0,0,0,683,0,39034,2022-04-26
WA,45008,4041,33,1565,36515,194,15051,2022-04-26
