Age Group,Male,Female,Date
0-9,1,2,2022-01-17
10-19,1,1,2022-01-17
20-29,7,3,2022-01-17
30-39,18,7,2022-01-17
40-49,36,16,2022-01-17
50-59,85,52,2022-01-17
60-69,175,91,2022-01-17
70-79,357,207,2022-01-17
80-89,479,390,2022-01-17
90+,225,353,2022-01-17
