Jurisdiction,Active,Recovered,Deaths,Date
Australia,998,1950,909,2021-12-27
ACT,4,8,7,2021-12-27
NSW,442,122,107,2021-12-27
NT,0,0,0,2021-12-27
QLD,2,0,1,2021-12-27
SA,0,0,0,2021-12-27
TAS,0,0,1,2021-12-27
VIC,515,1820,792,2021-12-27
WA,0,0,0,2021-12-27
