Jurisdiction,Active cases^,Locally acquired last 24 hours*,Overseas acquired last 24 hours,'Under investigation last 24 hours*',Locally acquired last 7 days,Overseas acquired last 7 days,Under investigation last 7 days,Date
Australia,25917,490,1,730,4052,13,7927,2021-10-31
ACT,210,7,0,0,64,1,0,2021-10-31
NSW,3678,177,1,0,1781,6,0,2021-10-31
NT,2,0,0,0,0,0,0,2021-10-31
QLD,13,0,0,0,2,5,0,2021-10-31
SA,1,0,0,0,0,0,0,2021-10-31
TAS,0,0,0,0,0,0,0,2021-10-31
VIC,22013,306,0,730,2205,1,7927,2021-10-31
WA,0,0,0,0,0,0,0,2021-10-31
