Jurisdiction,Active cases^,Locally acquired last 24 hours*,Overseas acquired last 24 hours,'Under investigation last 24 hours*',Locally acquired last 7 days,Overseas acquired last 7 days,Under investigation last 7 days,Date
Australia,381326,17611,52,38890,84698,269,179374,2022-05-18
ACT,6190,1098,0,0,5463,0,0,2022-05-18
NSW,135294,2,0,12295,9,0,56166,2022-05-18
NT,1980,327,5,20,1408,21,126,2022-05-18
QLD,39466,40,1,7041,84,1,31779,2022-05-18
SA,25911,3979,6,87,20049,52,448,2022-05-18
TAS,6368,692,0,487,2898,0,2514,2022-05-18
VIC,78017,0,0,14220,3,0,66892,2022-05-18
WA,88100,11473,40,4740,54784,195,21449,2022-05-18
