Jurisdiction,Active cases^,Locally acquired last 24 hours*,Overseas acquired last 24 hours,'Under investigation last 24 hours*',Locally acquired last 7 days,Overseas acquired last 7 days,Under investigation last 7 days,Date
Australia,377251,8594,139,37709,59284,824,277157,2022-07-26
ACT,5613,949,0,0,6756,0,0,2022-07-26
NSW,164956,4,0,14063,13,0,100446,2022-07-26
NT,3281,0,12,516,0,77,3127,2022-07-26
QLD,66626,44,0,8568,293,0,61455,2022-07-26
SA,26675,3638,23,112,24956,82,4538,2022-07-26
TAS,8190,897,13,414,4742,54,4732,2022-07-26
VIC,70378,0,0,12339,0,0,85264,2022-07-26
WA,31532,3062,91,1697,22524,611,17595,2022-07-26
