Age Group,Male,Female,Date
0-9,75719,71026,2022-01-27
10-19,98499,106400,2022-01-27
20-29,199821,207235,2022-01-27
30-39,141692,146477,2022-01-27
40-49,96016,104004,2022-01-27
50-59,76445,82192,2022-01-27
60-69,49024,48539,2022-01-27
70-79,25091,22718,2022-01-27
80-89,10170,10740,2022-01-27
90+,2354,4209,2022-01-27
