Jurisdiction,Active cases^,Locally acquired last 24 hours*,Overseas acquired last 24 hours,'Under investigation last 24 hours*',Locally acquired last 7 days,Overseas acquired last 7 days,Under investigation last 7 days,Date
Australia,357492,2208,14,37623,12292,48,214559,2022-02-02
ACT,3386,549,0,0,3334,0,0,2022-02-02
NSW,193922,9,0,11798,65,6,95107,2022-02-02
NT,6576,7,0,1126,61,0,5600,2022-02-02
QLD,59682,149,0,9236,943,1,43642,2022-02-02
SA,18741,538,13,1172,2126,38,9502,2022-02-02
TAS,1121,0,0,666,2,0,2109,2022-02-02
VIC,73886,930,0,13623,5641,0,58584,2022-02-02
WA,178,26,1,2,120,3,15,2022-02-02
