Jurisdiction,Active cases^,Locally acquired last 24 hours*,Overseas acquired last 24 hours,'Under investigation last 24 hours*',Locally acquired last 7 days,Overseas acquired last 7 days,Under investigation last 7 days,Date
Australia,272819,7240,11,26688,44666,92,182521,2022-03-15
ACT,3896,786,0,0,3835,0,1353,2022-03-15
NSW,147703,0,0,10689,2,4,89038,2022-03-15
NT,1664,17,0,265,331,5,1256,2022-03-15
QLD,27674,172,0,5417,809,0,29974,2022-03-15
SA,17076,2314,3,63,16235,30,264,2022-03-15
TAS,6938,1,0,1375,3,0,7793,2022-03-15
VIC,40403,221,0,7239,1854,0,44043,2022-03-15
WA,27465,3729,8,1640,21597,53,8800,2022-03-15
