Age Group,Male,Female,Date
0-9,0,1,2021-12-12
10-19,1,1,2021-12-12
20-29,6,3,2021-12-12
30-39,13,7,2021-12-12
40-49,31,13,2021-12-12
50-59,76,44,2021-12-12
60-69,148,69,2021-12-12
70-79,282,172,2021-12-12
80-89,394,341,2021-12-12
90+,189,286,2021-12-12
