Jurisdiction,Active cases^,Locally acquired last 24 hours*,Overseas acquired last 24 hours,'Under investigation last 24 hours*',Locally acquired last 7 days,Overseas acquired last 7 days,Under investigation last 7 days,Date
Australia,29044,878,1,1294,5194,28,10509,2021-10-17
ACT,486,28,0,5,183,0,62,2021-10-17
NSW,5131,301,0,0,2684,8,0,2021-10-17
NT,9,0,0,0,5,6,0,2021-10-17
QLD,29,0,1,0,1,9,0,2021-10-17
SA,7,0,0,0,4,2,0,2021-10-17
TAS,2,0,0,0,1,0,0,2021-10-17
VIC,23376,549,0,1289,2316,1,10447,2021-10-17
WA,4,0,0,0,0,2,0,2021-10-17
