Jurisdiction,Active cases^,Locally acquired last 24 hours*,Overseas acquired last 24 hours,'Under investigation last 24 hours*',Locally acquired last 7 days,Overseas acquired last 7 days,Under investigation last 7 days,Date
Australia,205455,3466,9,18934,21881,62,138669,2022-02-26
ACT,3922,478,0,0,4459,0,0,2022-02-26
NSW,98491,0,0,7017,1,0,51051,2022-02-26
NT,4835,7,0,610,178,0,4590,2022-02-26
QLD,33256,217,0,4621,1537,4,35094,2022-02-26
SA,15353,1643,8,37,10572,50,186,2022-02-26
TAS,4730,0,0,792,2,0,5278,2022-02-26
VIC,40968,323,0,5551,2146,0,41213,2022-02-26
WA,3900,798,1,306,2986,8,1257,2022-02-26
