Jurisdiction,Active cases^,Locally acquired last 24 hours*,Overseas acquired last 24 hours,'Under investigation last 24 hours*',Locally acquired last 7 days,Overseas acquired last 7 days,Under investigation last 7 days,Date
Australia,18722,410,11,864,2787,63,7021,2021-12-05
ACT,110,5,1,0,38,1,0,2021-12-05
NSW,3043,189,8,89,1039,43,687,2021-12-05
NT,62,0,0,0,8,2,0,2021-12-05
QLD,30,6,1,0,21,10,1,2021-12-05
SA,42,4,1,1,32,2,3,2021-12-05
TAS,1,0,0,0,0,0,1,2021-12-05
VIC,15433,206,0,774,1649,4,6329,2021-12-05
WA,1,0,0,0,0,1,0,2021-12-05
