Age Group,Male,Female,Date
0-9,5,8,2022-08-29
10-19,7,3,2022-08-29
20-29,18,13,2022-08-29
30-39,58,34,2022-08-29
40-49,111,80,2022-08-29
50-59,298,190,2022-08-29
60-69,730,412,2022-08-29
70-79,1701,919,2022-08-29
80-89,2702,2042,2022-08-29
90+,1679,2136,2022-08-29
