Age Group,Male,Female,Date
0-9,94176,88357,2022-02-14
10-19,116297,124951,2022-02-14
20-29,222025,232011,2022-02-14
30-39,164454,172762,2022-02-14
40-49,113125,123597,2022-02-14
50-59,88931,95778,2022-02-14
60-69,57455,57364,2022-02-14
70-79,30024,27064,2022-02-14
80-89,12246,12855,2022-02-14
90+,2922,5176,2022-02-14
