Age Group,Male,Female,Date
0-9,0,1,2021-12-01
10-19,1,1,2021-12-01
20-29,6,3,2021-12-01
30-39,12,7,2021-12-01
40-49,29,13,2021-12-01
50-59,74,41,2021-12-01
60-69,147,66,2021-12-01
70-79,274,163,2021-12-01
80-89,380,333,2021-12-01
90+,176,279,2021-12-01
