Jurisdiction,Active,Recovered,Deaths,Date
Australia,1180,1983,915,2022-01-01
ACT,4,8,7,2022-01-01
NSW,552,123,111,2022-01-01
NT,0,0,0,2022-01-01
QLD,39,0,1,2022-01-01
SA,0,0,0,2022-01-01
TAS,0,0,1,2022-01-01
VIC,564,1806,792,2022-01-01
WA,0,0,0,2022-01-01
