Age Group,Male,Female,Date
0-9,1,4,2022-02-08
10-19,1,1,2022-02-08
20-29,9,3,2022-02-08
30-39,29,15,2022-02-08
40-49,45,25,2022-02-08
50-59,120,74,2022-02-08
60-69,251,125,2022-02-08
70-79,566,317,2022-02-08
80-89,870,614,2022-02-08
90+,442,541,2022-02-08
