Age Group,Male,Female,Date
0-9,5,4,2022-06-30
10-19,4,3,2022-06-30
20-29,14,13,2022-06-30
30-39,50,31,2022-06-30
40-49,91,56,2022-06-30
50-59,229,138,2022-06-30
60-69,549,302,2022-06-30
70-79,1242,654,2022-06-30
80-89,1912,1398,2022-06-30
90+,1102,1377,2022-06-30
