Jurisdiction,Active cases^,Locally acquired last 24 hours*,Overseas acquired last 24 hours,'Under investigation last 24 hours*',Locally acquired last 7 days,Overseas acquired last 7 days,Under investigation last 7 days,Date
Australia,205889,2983,6,15678,22617,59,138895,2022-02-27
ACT,3829,495,0,0,4394,0,0,2022-02-27
NSW,97973,0,0,6014,1,0,51483,2022-02-27
NT,4835,0,0,365,169,0,4432,2022-02-27
QLD,33256,119,0,3452,1483,4,34454,2022-02-27
SA,15367,1445,3,19,10926,44,187,2022-02-27
TAS,4878,0,0,676,2,0,5399,2022-02-27
VIC,41038,264,0,4788,2123,0,41421,2022-02-27
WA,4713,660,3,364,3519,11,1519,2022-02-27
