Jurisdiction,Active,Recovered,Deaths,Date
Australia,27,73,10,2021-10-08
ACT,0,0,0,2021-10-08
NSW,18,13,2,2021-10-08
NT,0,0,0,2021-10-08
QLD,0,8,0,2021-10-08
SA,0,1,0,2021-10-08
TAS,0,3,2,2021-10-08
VIC,9,48,5,2021-10-08
WA,0,0,1,2021-10-08
