Age Group,Male,Female,Date
0-9,1,4,2022-02-14
10-19,1,1,2022-02-14
20-29,9,3,2022-02-14
30-39,28,16,2022-02-14
40-49,48,28,2022-02-14
50-59,123,79,2022-02-14
60-69,270,135,2022-02-14
70-79,609,327,2022-02-14
80-89,931,647,2022-02-14
90+,480,588,2022-02-14
