Age Group,Male,Female,Date
0-9,100629,94167,2022-02-21
10-19,123021,131653,2022-02-21
20-29,226829,237672,2022-02-21
30-39,169934,179982,2022-02-21
40-49,117722,129287,2022-02-21
50-59,91711,98924,2022-02-21
60-69,59307,59289,2022-02-21
70-79,31033,28023,2022-02-21
80-89,12713,13340,2022-02-21
90+,3036,5378,2022-02-21
