Age Group,Male,Female,Date
0-9,180124,169150,2022-05-17
10-19,223796,240072,2022-05-17
20-29,352422,384171,2022-05-17
30-39,296215,326841,2022-05-17
40-49,223036,254217,2022-05-17
50-59,175557,190928,2022-05-17
60-69,117824,118748,2022-05-17
70-79,66022,59714,2022-05-17
80-89,27493,27762,2022-05-17
90+,6522,11376,2022-05-17
