Jurisdiction,Active,Recovered,Deaths,Date
Australia,560,1449,774,2021-10-22
ACT,0,8,7,2021-10-22
NSW,291,84,82,2021-10-22
NT,0,0,0,2021-10-22
QLD,0,0,1,2021-10-22
SA,0,0,0,2021-10-22
TAS,0,0,1,2021-10-22
VIC,269,1357,683,2021-10-22
WA,0,0,0,2021-10-22
