Jurisdiction,Active,Recovered,Deaths,Date
Australia,814,1842,886,2021-12-09
ACT,4,8,7,2021-12-09
NSW,307,122,101,2021-12-09
NT,0,0,0,2021-12-09
QLD,0,0,1,2021-12-09
SA,0,0,0,2021-12-09
TAS,0,0,1,2021-12-09
VIC,503,1712,776,2021-12-09
WA,0,0,0,2021-12-09
