Age Group,Male,Female,Date
0-9,7018,6641,2021-10-06
10-19,8548,7909,2021-10-06
20-29,12962,11919,2021-10-06
30-39,10782,9562,2021-10-06
40-49,7472,6823,2021-10-06
50-59,5920,5392,2021-10-06
60-69,3501,3258,2021-10-06
70-79,1892,1750,2021-10-06
80-89,979,1278,2021-10-06
90+,309,713,2021-10-06
