Jurisdiction,Active cases^,Locally acquired last 24 hours*,Overseas acquired last 24 hours,'Under investigation last 24 hours*',Locally acquired last 7 days,Overseas acquired last 7 days,Under investigation last 7 days,Date
Australia,212701,7877,97,21391,39922,433,105804,2022-06-22
ACT,5525,869,0,0,4666,0,0,2022-06-22
NSW,86457,2,0,7803,6,0,38607,2022-06-22
NT,1512,206,4,22,1039,19,126,2022-06-22
QLD,26907,21,0,4776,102,0,20550,2022-06-22
SA,16162,2208,14,48,12556,65,244,2022-06-22
TAS,4765,682,10,308,1598,15,2410,2022-06-22
VIC,42096,0,0,7507,0,0,37352,2022-06-22
WA,29277,3889,69,927,19955,334,6515,2022-06-22
