Jurisdiction,Active,Recovered,Deaths,Date
Australia,1862,1964,924,2022-01-06
ACT,4,8,7,2022-01-06
NSW,830,123,117,2022-01-06
NT,0,0,0,2022-01-06
QLD,119,2,3,2022-01-06
SA,0,0,0,2022-01-06
TAS,3,0,1,2022-01-06
VIC,714,1831,793,2022-01-06
WA,0,0,0,2022-01-06
